Sigla;Código;Município;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;Região;Microrregião
SC;4218509;Treze Tílias;11132,54547;13946,43507;15258,74607;15433,68396;17606,51047;19452,52455;19011,88959;23828,60002;28745,47686;27201,34243;25462,65128;23643,8139;SUL;Joaçaba
SC;4218608;Trombudo Central;7381,649963;9054,702539;9602,921023;9304,150454;11056,41983;14825,28249;11329,87635;11663,37022;10818,97618;11830,94799;9811,584114;10197,16838;SUL;Rio do Sul
SC;4218707;Tubarão;7852,721258;8072,612534;7999,569748;7653,890612;7118,640608;7548,621049;7556,882677;7608,740463;8341,856584;8402,786674;7958,438441;8237,363011;SUL;Tubarão
SC;4218756;Tunápolis;4079,697133;4702,781231;4969,894006;5068,197982;5498,589203;5564,403129;5988,902827;5746,162511;6369,352506;7043,171948;6596,971032;6182,672255;SUL;São Miguel do Oeste
SC;4218806;Turvo;6464,33615;6399,623409;7118,941405;8752,806646;11489,38365;11153,02021;9188,946003;9548,63139;11017,96812;13451,2739;14071,63679;11724,46778;SUL;Araranguá
SC;4218855;União do Oeste;3316,058858;3352,713952;3736,084497;3944,012306;5131,939477;6691,224252;6159,588824;4501,820718;6558,465581;6919,156767;5954,051784;5457,412089;SUL;Chapecó
SC;4218905;Urubici;3423,852367;3700,468313;4111,639069;3809,391071;4741,667723;4333,700186;4563,056641;4381,452176;4331,872343;5242,510466;5659,428026;6107,66227;SUL;Campos de Lages
SC;4218954;Urupema;4574,647122;5105,288756;5330,816248;4374,779698;4597,980193;4086,347266;3982,755506;5080,192611;4795,499727;5604,660969;5855,381028;6384,107019;SUL;Campos de Lages
SC;4219002;Urussanga;6951,913933;8443,471785;8202,356461;7756,812235;7467,369949;8233,51475;8769,19579;8466,637054;9688,072491;10270,8806;9997,87113;9681,580511;SUL;Criciúma
SC;4219101;Vargeão;5548,876999;6614,406638;6189,41976;6278,629128;7510,242064;6903,842677;7446,340989;8653,010029;12752,84013;11837,87785;8066,930422;7894,780959;SUL;Xanxerê
SC;4219150;Vargem;3192,181146;3406,024592;4290,753567;4668,845687;5160,330855;4361,743552;5104,709737;4981,362074;6454,081016;6569,340951;5387,229898;5535,960423;SUL;Curitibanos
SC;4219176;Vargem Bonita;10385,81576;11695,03988;13666,79613;16401,59925;19510,62622;20856,27942;20769,08185;21741,2703;22135,27248;21555,91288;19293,95067;20297,99823;SUL;Joaçaba
SC;4219200;Vidal Ramos;5339,782037;6004,380017;5913,390772;6828,503632;7267,293358;7687,63481;7505,758022;6917,561152;7323,140007;8068,298559;8645,54577;8540,521504;SUL;Ituporanga
SC;4219309;Videira;14034,2253;14574,62656;12877,42385;13651,24558;14147,86425;14833,75769;14456,93688;13895,13462;16176,8864;16916,68678;14933,71233;13266,23952;SUL;Joaçaba
SC;4219358;Vitor Meireles;3811,79277;4101,211123;13677,96484;4775,200462;5083,264744;5467,950376;5743,57856;5223,307927;5329,32029;5683,215759;5985,498185;6426,976795;SUL;Rio do Sul
SC;4219408;Witmarsum;4891,004049;5220,915802;5630,6848;6290,991647;6699,017003;7701,163651;7741,318414;7510,635609;6942,082662;7782,505579;7806,483506;8233,845954;SUL;Rio do Sul
SC;4219507;Xanxerê;6707,027172;7227,026338;9067,344939;8553,46011;8937,627225;9833,961333;9261,838793;8706,775901;9763,306543;10936,20275;10483,41599;9800,326619;SUL;Xanxerê
SC;4219606;Xavantina;4914,900373;5162,626098;5945,037757;6340,977524;7940,681916;9565,037641;10077,87563;7359,205326;8940,497808;10857,65366;9000,377343;8066,743933;SUL;Concórdia
SC;4219705;Xaxim;8197,202366;8555,783454;10775,78652;10454,01916;6997,005898;8872,542788;8739,324266;8635,468646;10857,22586;10882,68126;10228,03656;9629,314097;SUL;Xanxerê
SC;4219853;Zortéa;4481,325927;5107,178997;4872,003248;4661,704676;5971,814135;5337,997582;3761,729196;4175,970682;5032,070883;5511,371458;5750,796348;5110,045866;SUL;Curitibanos
